no,source,destination,protocol,length,info,rf_prob
21,35.228.141.16,192.168.0.10,TCP,54,Ether / IP / TCP 35.228.141.16:https > 192.168.0.10:60449 A,1.0
23,104.18.18.125,192.168.0.10,TCP,136,Ether / IP / TCP 104.18.18.125:https > 192.168.0.10:60278 PA / Raw,1.0
24,192.168.0.10,104.18.18.125,TCP,54,Ether / IP / TCP 192.168.0.10:60278 > 104.18.18.125:https A,1.0
25,192.168.0.10,54.211.119.140,TCP,55,Ether / IP / TCP 192.168.0.10:60281 > 54.211.119.140:https A / Raw,1.0
26,54.211.119.140,192.168.0.10,TCP,66,Ether / IP / TCP 54.211.119.140:https > 192.168.0.10:60281 A,1.0
27,192.168.0.10,104.18.18.125,TCP,415,Ether / IP / TCP 192.168.0.10:60278 > 104.18.18.125:https PA / Raw,1.0
29,104.18.18.125,192.168.0.10,TCP,89,Ether / IP / TCP 104.18.18.125:https > 192.168.0.10:60278 PA / Raw,1.0
30,104.18.18.125,192.168.0.10,TCP,89,Ether / IP / TCP 104.18.18.125:https > 192.168.0.10:60278 PA / Raw,1.0
32,104.18.18.125,192.168.0.10,TCP,54,Ether / IP / TCP 104.18.18.125:https > 192.168.0.10:60278 A,1.0
34,192.168.0.10,104.18.18.125,TCP,54,Ether / IP / TCP 192.168.0.10:60278 > 104.18.18.125:https A,1.0
36,142.250.206.238,192.168.0.10,UDP,75,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
37,192.168.0.10,142.250.206.238,UDP,75,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
38,142.250.206.238,192.168.0.10,UDP,119,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
39,142.250.206.238,192.168.0.10,UDP,65,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
40,192.168.0.10,142.250.206.238,UDP,82,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
42,192.168.0.10,142.250.206.228,UDP,1292,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
44,192.168.0.10,142.250.206.228,UDP,1292,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
46,192.168.0.10,142.250.206.228,UDP,1288,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
48,192.168.0.10,142.250.206.228,UDP,334,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
50,142.250.206.228,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
52,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
54,192.168.0.10,142.250.206.228,UDP,160,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
56,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
58,142.250.206.228,192.168.0.10,UDP,983,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
60,142.250.206.228,192.168.0.10,UDP,66,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
62,192.168.0.10,142.250.206.228,UDP,73,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
64,192.168.0.10,142.250.206.228,UDP,73,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
66,142.250.206.228,192.168.0.10,UDP,66,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
68,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
70,142.250.206.228,192.168.0.10,UDP,83,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
72,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
74,142.250.206.228,192.168.0.10,UDP,568,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
76,142.250.206.228,192.168.0.10,UDP,1288,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
78,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
80,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
82,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
84,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
86,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
88,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
90,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
91,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
93,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
95,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
97,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
99,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
101,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
103,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
105,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
107,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
109,192.168.0.10,142.250.206.228,UDP,75,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
110,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
112,192.168.0.10,142.250.206.228,UDP,73,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
114,142.250.206.228,192.168.0.10,UDP,221,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
116,192.168.0.10,142.250.206.228,UDP,77,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
118,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
120,192.168.0.10,142.250.206.228,UDP,73,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
122,192.168.0.10,142.250.206.228,UDP,73,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
124,142.250.206.228,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
126,192.168.0.10,142.250.206.228,UDP,73,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
128,192.168.0.10,172.64.155.209,TCP,124,Ether / IP / TCP 192.168.0.10:60419 > 172.64.155.209:https PA / Raw,1.0
130,142.250.206.228,192.168.0.10,UDP,68,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
131,172.64.155.209,192.168.0.10,TCP,54,Ether / IP / TCP 172.64.155.209:https > 192.168.0.10:60419 A,1.0
133,172.64.155.209,192.168.0.10,TCP,93,Ether / IP / TCP 172.64.155.209:https > 192.168.0.10:60419 PA / Raw,1.0
135,192.168.0.10,219.250.36.130,UDP,88,Ether / IP / UDP / DNS Qry b'ogads-pa.clients6.google.com.',1.0
137,219.250.36.130,192.168.0.10,UDP,104,Ether / IP / UDP / DNS Ans 142.250.206.202,1.0
139,192.168.0.10,142.250.206.202,UDP,1292,Ether / IP / UDP 192.168.0.10:60865 > 142.250.206.202:https / Raw,1.0
141,142.250.206.228,192.168.0.10,UDP,230,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
143,192.168.0.10,172.64.155.209,TCP,54,Ether / IP / TCP 192.168.0.10:60419 > 172.64.155.209:https A,1.0
145,192.168.0.10,219.250.36.130,UDP,82,Ether / IP / UDP / DNS Qry b'jongseoung.tistory.com.',1.0
147,192.168.0.10,219.250.36.130,UDP,80,Ether / IP / UDP / DNS Qry b'tistory1.daumcdn.net.',1.0
149,192.168.0.10,219.250.36.130,UDP,74,Ether / IP / UDP / DNS Qry b't1.daumcdn.net.',1.0
151,192.168.0.10,142.250.206.202,UDP,487,Ether / IP / UDP 192.168.0.10:60865 > 142.250.206.202:https / Raw,1.0
153,192.168.0.10,219.250.36.130,UDP,83,Ether / IP / UDP / DNS Qry b'safebrowsing.google.com.',1.0
155,219.250.36.130,192.168.0.10,UDP,147,Ether / IP / UDP / DNS Ans b'wildcard-tistory-fz0x1pwf.kgslb.com.',1.0
157,192.168.0.10,219.250.36.130,UDP,75,Ether / IP / UDP / DNS Qry b'play.google.com.',1.0
159,219.250.36.130,192.168.0.10,UDP,198,Ether / IP / UDP / DNS Ans b'wildcard-tistory-fz0x1pwf.kgslb.com.',1.0
161,192.168.0.10,35.228.141.16,TCP,54,Ether / IP / TCP 192.168.0.10:60449 > 35.228.141.16:https FA,1.0
162,192.168.0.10,35.228.141.16,TCP,54,Ether / IP / TCP 192.168.0.10:60449 > 35.228.141.16:https RA,1.0
164,219.250.36.130,192.168.0.10,UDP,206,Ether / IP / UDP / DNS Ans b't1-wg2vgaja.kgslb.com.',1.0
166,192.168.0.10,219.250.36.130,UDP,75,Ether / IP / UDP / DNS Qry b't1.kakaocdn.net.',1.0
168,192.168.0.10,219.250.36.130,UDP,76,Ether / IP / UDP / DNS Qry b'cdn.jsdelivr.net.',1.0
170,192.168.0.10,39.112.118.90,TCP,66,Ether / IP / TCP 192.168.0.10:60457 > 39.112.118.90:https S,1.0
172,192.168.0.10,219.250.36.130,UDP,80,Ether / IP / UDP / DNS Qry b'cdnjs.cloudflare.com.',1.0
174,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:60865 / Raw,1.0
176,219.250.36.130,192.168.0.10,UDP,152,Ether / IP / UDP / DNS Ans b'sb.l.google.com.',1.0
178,192.168.0.10,172.217.175.78,UDP,1292,Ether / IP / UDP 192.168.0.10:58681 > 172.217.175.78:https / Raw,1.0
180,219.250.36.130,192.168.0.10,UDP,125,Ether / IP / UDP / DNS Ans,1.0
182,192.168.0.10,211.249.219.23,TCP,54,Ether / IP / TCP 192.168.0.10:60456 > 211.249.219.23:https A,1.0
184,219.250.36.130,192.168.0.10,UDP,193,Ether / IP / UDP / DNS Ans b't1-kakao-onnet-route.kgslb.com.',1.0
186,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
188,192.168.0.10,211.249.219.23,TCP,1494,Ether / IP / TCP 192.168.0.10:60456 > 211.249.219.23:https A / Raw,1.0
190,192.168.0.10,216.58.220.142,UDP,1292,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
192,192.168.0.10,203.133.165.241,TCP,1494,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A / Raw,1.0
194,192.168.0.10,39.112.116.228,TCP,66,Ether / IP / TCP 192.168.0.10:60458 > 39.112.116.228:https S,1.0
196,219.250.36.130,192.168.0.10,UDP,126,Ether / IP / UDP / DNS Ans b'jsdelivr.map.fastly.net.',1.0
198,192.168.0.10,219.250.36.130,UDP,80,Ether / IP / UDP / DNS Qry b'fonts.googleapis.com.',1.0
200,219.250.36.130,192.168.0.10,UDP,112,Ether / IP / UDP / DNS Ans 104.17.24.14,1.0
202,192.168.0.10,146.75.49.229,UDP,1292,Ether / IP / UDP 192.168.0.10:54387 > 146.75.49.229:https / Raw,1.0
204,192.168.0.10,219.250.36.130,UDP,77,Ether / IP / UDP / DNS Qry b'fonts.gstatic.com.',1.0
205,39.112.118.90,192.168.0.10,TCP,66,Ether / IP / TCP 39.112.118.90:https > 192.168.0.10:60457 SA,1.0
207,219.250.36.130,192.168.0.10,UDP,153,Ether / IP / UDP / DNS Ans,1.0
209,192.168.0.10,39.112.118.90,TCP,350,Ether / IP / TCP 192.168.0.10:60457 > 39.112.118.90:https PA / Raw,1.0
211,192.168.0.10,211.115.106.209,TCP,54,Ether / IP / TCP 192.168.0.10:60450 > 211.115.106.209:http RA,1.0
213,211.249.219.23,192.168.0.10,TCP,54,Ether / IP / TCP 211.249.219.23:https > 192.168.0.10:60456 A,1.0
215,211.249.219.23,192.168.0.10,TCP,1514,Ether / IP / TCP 211.249.219.23:https > 192.168.0.10:60456 A / Raw,1.0
217,211.249.219.23,192.168.0.10,TCP,92,Ether / IP / TCP 211.249.219.23:https > 192.168.0.10:60456 PA / Raw,1.0
219,192.168.0.10,104.17.24.14,UDP,1292,Ether / IP / UDP 192.168.0.10:55551 > 104.17.24.14:https / Raw,1.0
221,39.112.116.228,192.168.0.10,TCP,66,Ether / IP / TCP 39.112.116.228:https > 192.168.0.10:60458 SA,1.0
223,219.250.36.130,192.168.0.10,UDP,96,Ether / IP / UDP / DNS Ans 142.250.198.10,1.0
225,192.168.0.10,39.112.116.228,TCP,351,Ether / IP / TCP 192.168.0.10:60458 > 39.112.116.228:https PA / Raw,1.0
227,192.168.0.10,104.17.24.14,UDP,123,Ether / IP / UDP 192.168.0.10:55551 > 104.17.24.14:https / Raw,1.0
229,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
231,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
233,146.75.49.229,192.168.0.10,UDP,1322,Ether / IP / UDP 146.75.49.229:https > 192.168.0.10:54387 / Raw,1.0
235,192.168.0.10,211.249.219.23,TCP,139,Ether / IP / TCP 192.168.0.10:60456 > 211.249.219.23:https PA / Raw,1.0
237,219.250.36.130,192.168.0.10,UDP,137,Ether / IP / UDP / DNS Ans,1.0
239,192.168.0.10,146.75.49.229,UDP,1292,Ether / IP / UDP 192.168.0.10:54387 > 146.75.49.229:https / Raw,1.0
241,219.250.36.130,192.168.0.10,UDP,93,Ether / IP / UDP / DNS Ans 142.250.206.227,1.0
243,39.112.118.90,192.168.0.10,TCP,54,Ether / IP / TCP 39.112.118.90:https > 192.168.0.10:60457 A,1.0
245,192.168.0.10,142.250.198.10,UDP,1292,Ether / IP / UDP 192.168.0.10:54221 > 142.250.198.10:https / Raw,1.0
247,39.112.118.90,192.168.0.10,TCP,1514,Ether / IP / TCP 39.112.118.90:https > 192.168.0.10:60457 A / Raw,1.0
249,192.168.0.10,39.112.118.90,TCP,54,Ether / IP / TCP 192.168.0.10:60457 > 39.112.118.90:https A,1.0
251,192.168.0.10,142.250.198.10,UDP,1292,Ether / IP / UDP 192.168.0.10:54221 > 142.250.198.10:https / Raw,1.0
253,192.168.0.10,203.133.165.241,TCP,153,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https PA / Raw,1.0
255,192.168.0.10,142.250.206.227,UDP,1292,Ether / IP / UDP 192.168.0.10:59543 > 142.250.206.227:https / Raw,1.0
257,192.168.0.10,142.250.206.227,UDP,123,Ether / IP / UDP 192.168.0.10:59543 > 142.250.206.227:https / Raw,1.0
258,192.168.0.10,203.133.165.241,TCP,1494,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A / Raw,1.0
260,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:60865 / Raw,1.0
262,142.250.206.202,192.168.0.10,UDP,350,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:60865 / Raw,1.0
264,104.17.24.14,192.168.0.10,UDP,1242,Ether / IP / UDP 104.17.24.14:https > 192.168.0.10:55551 / Raw,1.0
266,142.250.206.202,192.168.0.10,UDP,66,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:60865 / Raw,1.0
268,104.17.24.14,192.168.0.10,UDP,1242,Ether / IP / UDP 104.17.24.14:https > 192.168.0.10:55551 / Raw,1.0
270,104.17.24.14,192.168.0.10,UDP,66,Ether / IP / UDP 104.17.24.14:https > 192.168.0.10:55551 / Raw,1.0
272,39.112.116.228,192.168.0.10,TCP,1514,Ether / IP / TCP 39.112.116.228:https > 192.168.0.10:60458 A / Raw,1.0
274,39.112.116.228,192.168.0.10,TCP,518,Ether / IP / TCP 39.112.116.228:https > 192.168.0.10:60458 PA / Raw,1.0
276,104.17.24.14,192.168.0.10,UDP,65,Ether / IP / UDP 104.17.24.14:https > 192.168.0.10:55551 / Raw,1.0
278,211.249.219.23,192.168.0.10,TCP,115,Ether / IP / TCP 211.249.219.23:https > 192.168.0.10:60456 PA / Raw,1.0
280,192.168.0.10,142.250.206.202,UDP,120,Ether / IP / UDP 192.168.0.10:60865 > 142.250.206.202:https / Raw,1.0
282,192.168.0.10,104.17.24.14,UDP,1292,Ether / IP / UDP 192.168.0.10:55551 > 104.17.24.14:https / Raw,1.0
284,192.168.0.10,104.17.24.14,UDP,89,Ether / IP / UDP 192.168.0.10:55551 > 104.17.24.14:https / Raw,1.0
286,219.250.36.130,192.168.0.10,UDP,112,Ether / IP / UDP / DNS Ans b'gms.wip.ahnlab.com.',1.0
288,192.168.0.10,146.75.49.229,UDP,82,Ether / IP / UDP 192.168.0.10:54387 > 146.75.49.229:https / Raw,1.0
290,192.168.0.10,211.115.106.202,TCP,66,Ether / IP / TCP 192.168.0.10:60461 > 211.115.106.202:http S,1.0
292,192.168.0.10,211.115.106.202,TCP,66,Ether / IP / TCP 192.168.0.10:60459 > 211.115.106.202:http S,1.0
294,203.133.165.241,192.168.0.10,TCP,312,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 PA / Raw,1.0
296,172.217.175.78,192.168.0.10,UDP,82,Ether / IP / UDP 172.217.175.78:https > 192.168.0.10:58681 / Raw,1.0
298,192.168.0.10,203.133.165.241,TCP,92,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https PA / Raw,1.0
300,104.17.24.14,192.168.0.10,UDP,64,Ether / IP / UDP 104.17.24.14:https > 192.168.0.10:55551 / Raw,1.0
302,104.17.24.14,192.168.0.10,UDP,72,Ether / IP / UDP 104.17.24.14:https > 192.168.0.10:55551 / Raw,1.0
304,39.112.116.228,192.168.0.10,TCP,341,Ether / IP / TCP 39.112.116.228:https > 192.168.0.10:60458 PA / Raw,1.0
306,192.168.0.10,104.17.24.14,UDP,85,Ether / IP / UDP 192.168.0.10:55551 > 104.17.24.14:https / Raw,1.0
308,211.115.106.202,192.168.0.10,TCP,66,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60461 SA,1.0
310,39.112.118.90,192.168.0.10,TCP,341,Ether / IP / TCP 39.112.118.90:https > 192.168.0.10:60457 PA / Raw,1.0
312,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60461 > 211.115.106.202:http A,1.0
314,192.168.0.10,211.115.106.202,TCP,487,Ether / IP / TCP 192.168.0.10:60461 > 211.115.106.202:http PA / Raw,1.0
316,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60459 > 211.115.106.202:http A,1.0
318,211.115.106.202,192.168.0.10,TCP,66,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60462 SA,1.0
320,192.168.0.10,211.115.106.202,TCP,487,Ether / IP / TCP 192.168.0.10:60462 > 211.115.106.202:http PA / Raw,1.0
322,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60460 > 211.115.106.202:http A,1.0
324,216.58.220.142,192.168.0.10,UDP,82,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
326,216.58.220.142,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
328,211.115.106.202,192.168.0.10,TCP,54,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60459 A,1.0
329,211.115.106.202,192.168.0.10,TCP,1095,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60461 PA / Raw,1.0
331,211.115.106.202,192.168.0.10,TCP,54,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60462 A,1.0
333,192.168.0.10,216.58.220.142,UDP,1292,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
335,211.115.106.202,192.168.0.10,TCP,415,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60462 PA / Raw,1.0
337,172.64.155.209,192.168.0.10,TCP,341,Ether / IP / TCP 172.64.155.209:https > 192.168.0.10:60419 PA / Raw,1.0
339,142.250.206.202,192.168.0.10,UDP,64,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:60865 / Raw,1.0
341,192.168.0.10,142.250.206.202,UDP,73,Ether / IP / UDP 192.168.0.10:60865 > 142.250.206.202:https / Raw,1.0
343,142.250.198.10,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.198.10:https > 192.168.0.10:54221 / Raw,1.0
345,142.250.198.10,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.198.10:https > 192.168.0.10:54221 / Raw,1.0
347,142.250.206.227,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:59543 / Raw,1.0
349,172.217.175.78,192.168.0.10,UDP,346,Ether / IP / UDP 172.217.175.78:https > 192.168.0.10:58681 / Raw,1.0
351,172.217.175.78,192.168.0.10,UDP,79,Ether / IP / UDP 172.217.175.78:https > 192.168.0.10:58681 / Raw,1.0
353,192.168.0.10,172.217.175.78,UDP,120,Ether / IP / UDP 192.168.0.10:58681 > 172.217.175.78:https / Raw,1.0
355,192.168.0.10,172.217.175.78,UDP,939,Ether / IP / UDP 192.168.0.10:58681 > 172.217.175.78:https / Raw,1.0
357,216.58.220.142,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
359,216.58.220.142,192.168.0.10,UDP,704,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
361,192.168.0.10,216.58.220.142,UDP,206,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
363,192.168.0.10,216.58.220.142,UDP,1288,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
365,192.168.0.10,216.58.220.142,UDP,603,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
367,142.250.206.227,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:59543 / Raw,1.0
369,142.250.206.227,192.168.0.10,UDP,990,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:59543 / Raw,1.0
371,192.168.0.10,142.250.206.227,UDP,120,Ether / IP / UDP 192.168.0.10:59543 > 142.250.206.227:https / Raw,1.0
373,192.168.0.10,142.250.198.10,UDP,1292,Ether / IP / UDP 192.168.0.10:54221 > 142.250.198.10:https / Raw,1.0
375,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60462 > 211.115.106.202:http A,1.0
377,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60461 > 211.115.106.202:http A,1.0
379,142.250.198.10,192.168.0.10,UDP,342,Ether / IP / UDP 142.250.198.10:https > 192.168.0.10:54221 / Raw,1.0
381,142.250.198.10,192.168.0.10,UDP,69,Ether / IP / UDP 142.250.198.10:https > 192.168.0.10:54221 / Raw,1.0
383,142.250.206.202,192.168.0.10,UDP,364,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:60865 / Raw,1.0
385,192.168.0.10,142.250.198.10,UDP,73,Ether / IP / UDP 192.168.0.10:54221 > 142.250.198.10:https / Raw,1.0
387,192.168.0.10,142.250.206.202,UDP,77,Ether / IP / UDP 192.168.0.10:60865 > 142.250.206.202:https / Raw,1.0
389,192.168.0.10,142.250.206.202,UDP,1292,Ether / IP / UDP 192.168.0.10:54802 > 142.250.206.202:https / Raw,1.0
391,172.217.175.78,192.168.0.10,UDP,162,Ether / IP / UDP 172.217.175.78:https > 192.168.0.10:58681 / Raw,1.0
393,192.168.0.10,172.217.175.78,UDP,74,Ether / IP / UDP 192.168.0.10:58681 > 172.217.175.78:https / Raw,1.0
395,216.58.220.142,192.168.0.10,UDP,673,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
396,216.58.220.142,192.168.0.10,UDP,163,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
398,216.58.220.142,192.168.0.10,UDP,69,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
