no,source,destination,protocol,length,info,rf_prob
1195,142.250.206.202,192.168.0.10,UDP,163,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1197,142.250.206.202,192.168.0.10,UDP,70,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1199,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1201,142.250.206.202,192.168.0.10,UDP,377,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1203,192.168.0.10,142.250.206.202,UDP,73,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1205,192.168.0.10,142.250.206.202,UDP,73,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1207,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1209,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1211,192.168.0.10,142.250.206.202,UDP,73,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1213,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1215,142.250.206.238,192.168.0.10,UDP,68,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1217,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1219,142.250.206.202,192.168.0.10,UDP,1122,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1221,192.168.0.10,142.250.206.202,UDP,74,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1223,192.168.0.10,203.133.165.241,TCP,413,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https PA / Raw,1.0
1225,203.133.165.241,192.168.0.10,TCP,785,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 PA / Raw,1.0
1227,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
1229,142.250.206.238,192.168.0.10,UDP,68,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1231,142.250.206.238,192.168.0.10,UDP,68,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1233,192.168.0.10,142.250.206.238,UDP,75,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1235,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1237,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1239,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1241,142.250.206.238,192.168.0.10,UDP,586,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1243,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1245,142.250.206.238,192.168.0.10,UDP,951,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1247,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1249,142.250.206.238,192.168.0.10,UDP,368,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1251,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1253,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1255,192.168.0.10,142.250.206.238,UDP,74,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1256,142.250.206.238,192.168.0.10,UDP,402,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1258,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1260,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1262,142.250.206.238,192.168.0.10,UDP,377,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1264,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1266,192.168.0.10,142.250.206.238,UDP,74,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1268,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1270,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1272,142.250.206.238,192.168.0.10,UDP,354,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1274,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1276,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1278,142.250.206.238,192.168.0.10,UDP,337,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1280,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1282,142.250.206.238,192.168.0.10,UDP,781,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1284,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1286,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1288,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1290,192.168.0.10,142.250.206.238,UDP,74,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1292,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1294,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1296,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1298,142.250.206.238,192.168.0.10,UDP,130,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1300,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1302,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1304,142.250.206.238,192.168.0.10,UDP,299,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1306,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1308,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1310,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1312,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1314,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1316,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1318,192.168.0.10,142.250.206.238,UDP,75,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1320,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1322,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1324,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1326,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1328,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1330,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1332,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1334,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1336,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1338,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1340,192.168.0.10,142.250.206.238,UDP,75,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1342,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1344,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1346,142.250.206.238,192.168.0.10,UDP,87,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1348,192.168.0.10,142.250.206.194,UDP,1292,Ether / IP / UDP 192.168.0.10:62434 > 142.250.206.194:https / Raw,1.0
1350,192.168.0.10,142.250.206.194,UDP,1292,Ether / IP / UDP 192.168.0.10:62434 > 142.250.206.194:https / Raw,1.0
1352,192.168.0.10,142.250.206.194,UDP,940,Ether / IP / UDP 192.168.0.10:62434 > 142.250.206.194:https / Raw,1.0
1354,142.250.206.194,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.206.194:https > 192.168.0.10:62434 / Raw,1.0
1356,142.250.206.194,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.194:https > 192.168.0.10:62434 / Raw,1.0
1358,142.250.206.194,192.168.0.10,UDP,338,Ether / IP / UDP 142.250.206.194:https > 192.168.0.10:62434 / Raw,1.0
1359,142.250.206.194,192.168.0.10,UDP,996,Ether / IP / UDP 142.250.206.194:https > 192.168.0.10:62434 / Raw,1.0
1361,142.250.206.194,192.168.0.10,UDP,66,Ether / IP / UDP 142.250.206.194:https > 192.168.0.10:62434 / Raw,1.0
1363,192.168.0.10,142.250.206.194,UDP,73,Ether / IP / UDP 192.168.0.10:62434 > 142.250.206.194:https / Raw,1.0
1365,192.168.0.10,219.250.36.130,UDP,93,Ether / IP / UDP / DNS Qry b'rr1---sn-q4fl6nsl.googlevideo.com.',1.0
1367,192.168.0.10,142.250.206.238,UDP,1292,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1369,219.250.36.130,192.168.0.10,UDP,139,Ether / IP / UDP / DNS Ans b'rr1.sn-q4fl6nsl.googlevideo.com.',1.0
1371,192.168.0.10,172.217.131.134,UDP,1292,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1373,192.168.0.10,142.250.206.238,UDP,262,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1375,192.168.0.10,142.250.206.238,UDP,207,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1377,192.168.0.10,211.115.106.202,TCP,511,Ether / IP / TCP 192.168.0.10:60461 > 211.115.106.202:http PA / Raw,1.0
1379,211.115.106.202,192.168.0.10,TCP,415,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60461 PA / Raw,1.0
1381,192.168.0.10,219.250.36.130,UDP,93,Ether / IP / UDP / DNS Qry b'rr1---sn-q4fl6nsl.googlevideo.com.',1.0
1383,192.168.0.10,142.250.206.194,UDP,73,Ether / IP / UDP 192.168.0.10:62434 > 142.250.206.194:https / Raw,1.0
1385,142.250.206.194,192.168.0.10,UDP,453,Ether / IP / UDP 142.250.206.194:https > 192.168.0.10:62434 / Raw,1.0
1387,219.250.36.130,192.168.0.10,UDP,139,Ether / IP / UDP / DNS Ans b'rr1.sn-q4fl6nsl.googlevideo.com.',1.0
1389,211.115.106.202,192.168.0.10,TCP,238,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60462 PA / Raw,1.0
1391,142.250.206.238,192.168.0.10,UDP,84,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1393,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60461 > 211.115.106.202:http A,1.0
1395,192.168.0.10,216.58.220.138,UDP,168,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1397,142.250.206.238,192.168.0.10,UDP,166,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1399,142.250.206.238,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1401,142.250.206.238,192.168.0.10,UDP,1287,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1403,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1405,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1407,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1409,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1411,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1413,192.168.0.10,142.250.206.238,UDP,81,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1415,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1417,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1419,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1421,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1423,192.168.0.10,142.250.206.238,UDP,74,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1425,192.168.0.10,142.250.206.238,UDP,85,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1426,142.250.206.238,192.168.0.10,UDP,73,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1428,192.168.0.10,219.250.36.130,UDP,77,Ether / IP / UDP / DNS Qry b'webid.ad.daum.net.',1.0
1430,142.250.206.238,192.168.0.10,UDP,68,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1432,219.250.36.130,192.168.0.10,UDP,131,Ether / IP / UDP / DNS Ans b'webid-73kbtbvm.kgslb.com.',1.0
1434,192.168.0.10,121.53.105.246,TCP,66,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https S,1.0
1436,121.53.105.246,192.168.0.10,TCP,66,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 SA,1.0
1438,192.168.0.10,121.53.105.246,TCP,1514,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https A / Raw,1.0
1440,172.217.131.134,192.168.0.10,UDP,82,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1442,172.217.131.134,192.168.0.10,UDP,1292,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1444,172.217.131.134,192.168.0.10,UDP,1292,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1446,172.217.131.134,192.168.0.10,UDP,1286,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1448,192.168.0.10,172.217.131.134,UDP,81,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1450,192.168.0.10,172.217.131.134,UDP,81,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1452,192.168.0.10,172.217.131.134,UDP,116,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1454,192.168.0.10,172.217.131.134,UDP,343,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1456,121.53.105.246,192.168.0.10,TCP,1514,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 A / Raw,1.0
1458,121.53.105.246,192.168.0.10,TCP,1230,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 PA / Raw,1.0
1460,192.168.0.10,121.53.105.246,TCP,54,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https A,1.0
1462,192.168.0.10,121.53.105.246,TCP,147,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https PA / Raw,1.0
1464,192.168.0.10,121.53.105.246,TCP,1514,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https A / Raw,1.0
1466,121.53.105.246,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 A,1.0
1468,121.53.105.246,192.168.0.10,TCP,123,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 PA / Raw,1.0
1470,121.53.105.246,192.168.0.10,TCP,92,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 PA / Raw,1.0
1472,192.168.0.10,121.53.105.246,TCP,92,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https PA / Raw,1.0
1474,121.53.105.246,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 A,1.0
1476,121.53.105.246,192.168.0.10,TCP,92,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 PA / Raw,1.0
1478,211.115.106.202,192.168.0.10,TCP,415,Ether / IP / TCP 211.115.106.202:http > 192.168.0.10:60460 PA / Raw,1.0
1480,192.168.0.10,142.250.206.238,UDP,1285,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1482,192.168.0.10,142.250.206.238,UDP,766,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1484,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1486,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1488,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1490,216.58.220.138,192.168.0.10,UDP,143,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1492,192.168.0.10,216.58.220.138,UDP,73,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1494,192.168.0.10,216.58.220.138,UDP,73,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1496,192.168.0.10,219.250.36.130,UDP,76,Ether / IP / UDP / DNS Qry b'www.google.co.kr.',1.0
1498,192.168.0.10,172.217.25.164,UDP,1292,Ether / IP / UDP 192.168.0.10:60894 > 172.217.25.164:https / Raw,1.0
1500,192.168.0.10,172.217.25.164,UDP,121,Ether / IP / UDP 192.168.0.10:60894 > 172.217.25.164:https / Raw,1.0
1502,192.168.0.10,172.217.25.164,UDP,493,Ether / IP / UDP 192.168.0.10:60894 > 172.217.25.164:https / Raw,1.0
1504,219.250.36.130,192.168.0.10,UDP,92,Ether / IP / UDP / DNS Ans 142.250.207.99,1.0
1506,192.168.0.10,142.250.207.99,UDP,1292,Ether / IP / UDP 192.168.0.10:61424 > 142.250.207.99:https / Raw,1.0
1508,192.168.0.10,142.250.207.99,UDP,1292,Ether / IP / UDP 192.168.0.10:61424 > 142.250.207.99:https / Raw,1.0
1510,192.168.0.10,142.250.207.99,UDP,1288,Ether / IP / UDP 192.168.0.10:61424 > 142.250.207.99:https / Raw,1.0
1512,192.168.0.10,219.250.36.130,UDP,75,Ether / IP / UDP / DNS Qry b'webid.kakao.com.',1.0
1514,192.168.0.10,142.251.222.22,UDP,286,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1516,192.168.0.10,142.251.222.22,UDP,223,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1518,192.168.0.10,219.250.36.130,UDP,73,Ether / IP / UDP / DNS Qry b'yt3.ggpht.com.',1.0
1520,219.250.36.130,192.168.0.10,UDP,168,Ether / IP / UDP / DNS Ans b'webid-73kbtbvm.kgslb.com.',1.0
1521,219.250.36.130,192.168.0.10,UDP,134,Ether / IP / UDP / DNS Ans b'photos-ugc.l.googleusercontent.com.',1.0
1523,192.168.0.10,121.53.105.246,TCP,862,Ether / IP / TCP 192.168.0.10:60464 > 121.53.105.246:https PA / Raw,1.0
1525,192.168.0.10,142.250.206.225,UDP,1292,Ether / IP / UDP 192.168.0.10:63332 > 142.250.206.225:https / Raw,1.0
1527,172.217.25.164,192.168.0.10,UDP,82,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1529,192.168.0.10,142.250.206.225,UDP,121,Ether / IP / UDP 192.168.0.10:63332 > 142.250.206.225:https / Raw,1.0
1531,172.217.25.164,192.168.0.10,UDP,1292,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1533,192.168.0.10,142.250.206.225,UDP,208,Ether / IP / UDP 192.168.0.10:63332 > 142.250.206.225:https / Raw,1.0
1535,192.168.0.10,142.250.206.238,UDP,75,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1537,121.53.105.246,192.168.0.10,TCP,92,Ether / IP / TCP 121.53.105.246:https > 192.168.0.10:60464 PA / Raw,1.0
1539,192.168.0.10,219.250.36.130,UDP,82,Ether / IP / UDP / DNS Qry b'stat.tiara.tistory.com.',1.0
1541,216.58.220.138,192.168.0.10,UDP,66,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1543,219.250.36.130,192.168.0.10,UDP,138,Ether / IP / UDP / DNS Ans b'stat-tiara-5mka6y7y.kgslb.com.',1.0
1545,192.168.0.10,172.217.25.164,UDP,1292,Ether / IP / UDP 192.168.0.10:60894 > 172.217.25.164:https / Raw,1.0
1547,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1549,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1551,192.168.0.10,142.251.222.22,UDP,77,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1553,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1555,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1557,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1559,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1561,192.168.0.10,121.53.105.132,TCP,66,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https S,1.0
1563,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1565,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1567,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1569,172.217.25.164,192.168.0.10,UDP,337,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1571,192.168.0.10,172.217.25.164,UDP,120,Ether / IP / UDP 192.168.0.10:60894 > 172.217.25.164:https / Raw,1.0
1573,172.217.25.164,192.168.0.10,UDP,66,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1575,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1577,172.217.25.164,192.168.0.10,UDP,64,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1579,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1581,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1583,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1585,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1587,121.53.105.132,192.168.0.10,TCP,66,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 SA,1.0
1589,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1591,192.168.0.10,121.53.105.132,TCP,1494,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https A / Raw,1.0
1593,142.250.206.225,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.225:https > 192.168.0.10:63332 / Raw,1.0
1595,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1597,142.250.207.99,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.207.99:https > 192.168.0.10:61424 / Raw,1.0
1599,142.250.207.99,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.207.99:https > 192.168.0.10:61424 / Raw,1.0
1601,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1603,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
